 ,Mean
1,102.631
2,102.413
3,102.265
4,102.191
5,102.045
6,102.069
7,101.981
8,101.868
9,101.862
10,101.888
11,101.829
12,102.007
13,102.018
14,101.993
15,102.092
16,102.230
17,102.349
18,102.205
19,102.455
20,102.311
21,102.407
22,102.591
23,102.732
24,102.780
25,102.988
26,103.147
27,102.883
28,102.949
29,103.204
30,102.992
31,103.158
32,103.513
33,103.848
34,104.093
35,104.215
36,104.069
37,104.392
38,104.765
39,105.341
40,105.540
41,105.595
42,106.286
43,107.344
44,107.487
45,107.662
46,107.965
47,108.473
48,108.138
49,109.493
50,109.109
51,110.336
52,110.436
53,110.617
54,110.292
55,111.518
56,111.356
57,111.959
58,113.281
59,114.632
60,114.282
61,114.146
62,114.722
63,115.063
64,115.332
65,115.401
66,115.172
67,114.735
68,114.688
69,114.424
70,115.399
71,113.918
72,114.387
73,114.446
74,115.854
75,115.711
76,116.178
77,115.665
78,116.894
79,116.183
80,115.875
81,117.376
82,115.830
83,117.466
84,116.609
85,116.680
86,116.625
87,116.425
88,116.417
89,116.789
90,118.463
91,116.156
92,115.749
93,115.217
94,115.185
95,114.388
96,114.570
97,114.463
