 ,Mean
1,108.880
2,109.040
3,107.480
4,106.880
5,106.200
6,107.200
7,106.760
8,106.440
9,106.600
10,107.360
11,107.120
12,109.000
13,108.480
14,106.760
15,106.200
16,107.480
17,106.800
18,107.640
19,107.280
20,106.880
21,106.840
22,105.480
23,106.640
24,106.400
25,107.160
26,107.440
27,107.800
28,107.920
29,106.760
30,108.120
31,106.800
32,107.640
33,106.720
34,106.000
35,106.040
36,106.360
37,105.880
38,106.760
39,108.320
40,107.480
41,107.640
42,108.400
43,106.320
44,107.000
45,107.440
46,107.200
47,106.880
48,106.120
49,107.560
50,107.120
51,106.320
52,107.680
53,107.720
54,107.760
55,106.680
56,107.440
57,107.880
58,108.160
59,107.480
60,107.920
61,106.360
62,104.800
63,107.040
64,107.480
65,107.120
66,106.160
67,105.960
68,106.520
69,107.600
70,106.360
71,107.160
72,107.000
73,107.440
74,106.120
75,105.240
76,106.600
77,107.200
78,106.200
79,107.520
80,106.040
81,105.360
82,106.200
83,108.040
84,105.520
85,106.040
86,107.000
87,105.280
88,106.040
89,106.480
90,106.040
91,105.360
92,106.240
93,106.400
94,108.160
95,106.360
96,106.640
97,105.800
