 ,Mean
1,103.087
2,102.654
3,102.602
4,102.608
5,102.498
6,102.331
7,102.407
8,102.491
9,102.681
10,102.840
11,102.806
12,102.828
13,102.658
14,102.690
15,102.824
16,102.883
17,102.756
18,102.698
19,102.788
20,102.845
21,102.858
22,102.881
23,102.855
24,103.068
25,103.186
26,103.001
27,103.202
28,103.422
29,103.550
30,103.871
31,104.072
32,104.309
33,104.470
34,104.481
35,104.728
36,104.461
37,104.844
38,105.201
39,105.118
40,105.064
41,105.276
42,105.375
43,105.117
44,105.562
45,106.011
46,106.395
47,106.269
48,106.668
49,106.378
50,106.279
51,106.896
52,107.043
53,106.938
54,107.071
55,107.122
56,107.710
57,107.849
58,107.412
59,108.431
60,108.018
61,108.517
62,109.368
63,108.849
64,109.434
65,110.305
66,109.524
67,109.873
68,108.974
69,109.372
70,109.918
71,110.823
72,110.365
73,111.150
74,110.752
75,111.726
76,112.377
77,111.407
78,112.037
79,112.438
80,112.230
81,111.716
82,111.567
83,112.899
84,112.865
85,112.679
86,112.386
87,112.493
88,111.905
89,112.615
90,111.726
91,112.497
92,112.357
93,112.061
94,111.698
95,110.840
96,110.578
97,110.860
