 ,Mean
1,103.175
2,102.912
3,102.763
4,102.637
5,102.563
6,102.610
7,102.384
8,102.368
9,102.448
10,102.429
11,102.497
12,102.606
13,102.579
14,102.852
15,102.831
16,103.085
17,103.177
18,103.372
19,103.597
20,103.647
21,103.856
22,104.191
23,104.241
24,104.496
25,104.927
26,104.967
27,105.845
28,105.756
29,106.145
30,106.672
31,106.884
32,107.547
33,107.412
34,107.691
35,107.578
36,108.136
37,108.705
38,109.142
39,109.580
40,109.331
41,109.994
42,110.368
43,110.190
44,110.930
45,111.384
46,111.323
47,111.081
48,111.743
49,111.544
50,110.270
51,110.923
52,111.334
53,110.733
54,111.002
55,111.362
56,111.513
57,111.749
58,111.391
59,111.105
60,111.972
61,111.421
62,111.651
63,111.782
64,112.118
65,112.889
66,112.144
67,113.357
68,112.803
69,113.500
70,113.812
71,114.420
72,116.608
73,113.992
74,113.707
75,113.715
76,116.047
77,115.810
78,115.323
79,115.918
80,115.945
81,117.885
82,117.142
83,116.752
84,114.586
85,116.990
86,116.101
87,115.114
88,114.921
89,114.578
90,115.965
91,113.849
92,116.690
93,116.883
94,115.926
95,116.098
96,116.039
97,116.198
