 ,Mean
1,108.320
2,109.040
3,108.280
4,107.960
5,107.760
6,108.120
7,110.080
8,109.240
9,109.720
10,109.160
11,107.640
12,108.360
13,106.680
14,107.720
15,108.520
16,109.520
17,107.480
18,108.880
19,107.680
20,106.000
21,107.480
22,107.160
23,107.000
24,108.240
25,106.840
26,108.760
27,109.120
28,106.960
29,107.600
30,108.080
31,110.160
32,109.880
33,110.160
34,109.120
35,108.960
36,109.480
37,109.880
38,107.920
39,108.560
40,111.520
41,109.280
42,109.920
43,107.360
44,106.960
45,106.320
46,106.240
47,106.440
48,104.960
49,105.760
50,105.080
51,105.400
52,106.600
53,105.440
54,106.240
55,105.480
56,107.640
57,105.720
58,105.720
59,104.280
60,105.040
61,105.000
62,105.440
63,105.160
64,104.720
65,106.320
66,105.840
67,105.600
68,105.880
69,104.920
70,108.920
71,109.080
72,111.280
73,108.840
74,109.880
75,109.000
76,106.920
77,107.560
78,108.120
79,107.400
80,108.120
81,108.200
82,108.560
83,109.280
84,108.360
85,108.560
86,108.400
87,108.000
88,107.560
89,109.240
90,109.440
91,113.400
92,108.960
93,110.080
94,108.800
95,109.240
96,109.560
97,109.280
