 ,Mean
1,103.219
2,102.940
3,102.738
4,102.807
5,102.647
6,102.592
7,102.782
8,102.794
9,102.690
10,102.823
11,102.667
12,102.974
13,102.875
14,103.097
15,103.183
16,103.270
17,103.473
18,103.851
19,103.935
20,103.870
21,104.019
22,103.893
23,104.288
24,104.428
25,104.620
26,104.900
27,104.767
28,105.539
29,105.826
30,106.058
31,106.690
32,106.975
33,106.284
34,106.844
35,107.384
36,107.331
37,107.668
38,108.589
39,108.317
40,108.996
41,108.700
42,109.378
43,109.206
44,109.869
45,109.740
46,109.867
47,110.282
48,110.866
49,111.001
50,111.004
51,114.062
52,113.304
53,112.729
54,114.046
55,113.331
56,115.708
57,116.148
58,118.063
59,117.867
60,117.839
61,117.724
62,116.769
63,117.169
64,116.718
65,117.426
66,117.957
67,119.816
68,118.934
69,118.498
70,119.023
71,119.510
72,120.218
73,120.663
74,119.315
75,120.400
76,119.627
77,118.817
78,117.755
79,118.324
80,118.007
81,118.928
82,115.729
83,117.707
84,117.481
85,118.755
86,118.762
87,118.644
88,118.655
89,118.040
90,118.620
91,119.785
92,117.998
93,118.212
94,118.424
95,117.226
96,117.628
97,117.380
