 ,Mean
1,102.190
2,102.018
3,101.873
4,101.651
5,101.651
6,101.571
7,101.607
8,101.626
9,101.653
10,101.620
11,101.782
12,101.910
13,101.922
14,101.966
15,102.143
16,102.286
17,102.225
18,102.358
19,102.577
20,103.048
21,103.406
22,103.590
23,103.661
24,103.759
25,104.469
26,104.634
27,105.024
28,105.058
29,104.701
30,105.438
31,106.235
32,106.180
33,106.288
34,106.831
35,107.136
36,107.698
37,108.404
38,108.288
39,109.381
40,108.572
41,108.978
42,109.519
43,110.374
44,110.581
45,110.363
46,110.082
47,109.715
48,110.279
49,109.865
50,110.741
51,111.149
52,111.295
53,111.999
54,111.627
55,111.813
56,111.559
57,111.569
58,112.127
59,111.795
60,111.626
61,111.890
62,111.858
63,112.275
64,112.026
65,111.881
66,112.724
67,111.965
68,113.080
69,113.105
70,112.438
71,113.253
72,113.436
73,114.573
74,114.103
75,114.665
76,114.639
77,115.249
78,115.683
79,116.528
80,116.386
81,115.927
82,116.254
83,117.085
84,116.349
85,116.383
86,117.566
87,117.295
88,116.123
89,117.415
90,115.494
91,115.300
92,115.528
93,114.764
94,116.793
95,117.537
96,116.010
97,115.021
