 ,Mean
1,104.360
2,105.040
3,105.280
4,104.680
5,104.840
6,103.480
7,104.680
8,104.520
9,104.080
10,104.120
11,104.640
12,103.960
13,104.800
14,104.160
15,105.120
16,104.040
17,102.880
18,103.920
19,104.480
20,103.840
21,103.840
22,105.120
23,103.000
24,105.200
25,103.240
26,103.760
27,102.920
28,103.160
29,103.080
30,102.440
31,103.920
32,102.640
33,103.520
34,101.960
35,103.560
36,102.840
37,103.560
38,103.360
39,103.080
40,103.960
41,103.080
42,103.800
43,102.840
44,101.920
45,103.040
46,103.240
47,103.280
48,103.680
49,104.360
50,104.600
51,103.880
52,104.200
53,103.640
54,104.040
55,103.400
56,103.880
57,103.280
58,104.320
59,103.360
60,103.880
61,104.040
62,103.200
63,103.600
64,103.200
65,103.560
66,103.200
67,104.040
68,103.640
69,102.800
70,102.960
71,103.240
72,102.840
73,102.080
74,103.040
75,102.320
76,103.120
77,103.480
78,103.040
79,104.360
80,103.120
81,103.160
82,102.840
83,103.600
84,103.400
85,103.880
86,103.640
87,103.200
88,103.320
89,102.960
90,103.720
91,103.720
92,103.520
93,104.000
94,103.240
95,103.520
96,103.560
97,103.600
