 ,Mean
1,100.920
2,100.040
3,100.720
4,100.040
5,100.400
6,100.240
7,100.480
8,100.080
9,100.760
10,100.520
11,100.560
12,100.480
13,100.120
14,99.720
15,100.880
16,100.160
17,100.600
18,100.840
19,100.520
20,100.360
21,101.120
22,100.880
23,100.400
24,100.960
25,100.680
26,100.680
27,101.160
28,100.640
29,100.720
30,100.480
31,100.600
32,100.040
33,100.240
34,100.200
35,100.720
36,100.760
37,100.160
38,100.560
39,100.120
40,101.160
41,100.080
42,101.040
43,100.600
44,100.880
45,100.920
46,100.080
47,100.560
48,100.800
49,100.440
50,100.280
51,100.320
52,100.320
53,100.840
54,100.200
55,100.760
56,101.280
57,99.800
58,100.400
59,100.800
60,99.920
61,100.280
62,100.480
63,100.440
64,100.960
65,100.360
66,100.320
67,99.880
68,100.320
69,100.480
70,100.320
71,100.520
72,100.960
73,100.200
74,101.120
75,100.840
76,100.000
77,100.760
78,100.320
79,100.160
80,100.240
81,100.560
82,100.360
83,100.520
84,100.560
85,100.360
86,100.520
87,100.520
88,99.880
89,99.880
90,100.360
91,100.560
92,100.280
93,100.640
94,100.560
95,100.080
96,100.880
97,100.800
