 ,Mean
1,109.800
2,109.599
3,109.496
4,109.854
5,109.613
6,109.464
7,109.946
8,110.009
9,110.062
10,109.821
11,110.084
12,109.537
13,109.619
14,109.303
15,109.277
16,108.599
17,108.749
18,109.325
19,109.003
20,109.846
21,109.482
22,109.455
23,109.796
24,108.849
25,110.371
26,109.154
27,108.892
28,109.526
29,109.205
30,109.852
31,110.011
32,109.341
33,110.185
34,109.927
35,109.243
36,109.652
37,110.788
38,109.115
39,109.848
40,109.037
41,109.827
42,109.924
43,109.823
44,109.586
45,110.959
46,109.859
47,110.749
48,110.937
49,110.629
50,109.697
51,109.394
52,110.262
53,110.174
54,109.720
55,110.240
56,109.749
57,109.922
58,109.377
59,110.754
60,110.183
61,111.397
62,110.634
63,110.739
64,109.766
65,110.327
66,110.425
67,109.840
68,110.504
69,109.554
70,109.703
71,110.702
72,111.767
73,111.328
74,109.965
75,110.419
76,111.180
77,110.148
78,110.058
79,110.991
80,111.306
81,110.707
82,110.961
83,110.725
84,110.131
85,110.399
86,110.033
87,110.955
88,110.347
89,110.915
90,111.069
91,112.163
92,112.127
93,111.160
94,111.617
95,111.780
96,111.473
97,109.757
