 ,Mean
1,105.360
2,104.000
3,103.200
4,103.080
5,104.040
6,104.800
7,103.760
8,103.880
9,105.560
10,104.720
11,105.200
12,104.520
13,104.840
14,104.520
15,104.200
16,104.640
17,104.640
18,105.880
19,105.320
20,105.000
21,104.400
22,106.400
23,105.520
24,104.400
25,105.800
26,104.800
27,106.640
28,106.080
29,106.360
30,103.760
31,105.880
32,106.360
33,104.840
34,106.560
35,105.600
36,105.560
37,106.120
38,105.800
39,105.280
40,104.960
41,104.920
42,104.880
43,104.800
44,103.320
45,102.960
46,105.240
47,105.120
48,103.840
49,103.520
50,104.040
51,103.560
52,103.960
53,104.480
54,104.840
55,103.880
56,103.240
57,104.560
58,102.960
59,104.000
60,104.120
61,104.640
62,104.680
63,104.960
64,103.320
65,104.320
66,102.840
67,103.400
68,102.640
69,104.840
70,103.160
71,103.320
72,105.080
73,104.560
74,103.560
75,103.960
76,104.440
77,104.480
78,103.600
79,104.480
80,105.360
81,105.160
82,105.320
83,105.160
84,105.560
85,104.360
86,105.600
87,106.200
88,104.560
89,105.320
90,104.360
91,105.920
92,106.080
93,104.280
94,105.120
95,105.840
96,104.600
97,104.560
