 ,Mean
1,103.160
2,102.440
3,103.200
4,101.760
5,102.400
6,102.680
7,103.120
8,102.720
9,102.440
10,102.600
11,103.040
12,103.000
13,102.200
14,103.280
15,103.320
16,103.280
17,103.480
18,102.880
19,103.720
20,103.560
21,103.160
22,103.480
23,103.240
24,103.200
25,103.040
26,103.240
27,103.440
28,102.880
29,103.200
30,103.640
31,103.400
32,104.280
33,103.760
34,104.360
35,104.080
36,103.960
37,103.680
38,104.000
39,104.000
40,104.400
41,104.800
42,104.400
43,104.360
44,103.680
45,102.720
46,103.760
47,104.200
48,103.760
49,104.160
50,105.200
51,108.800
52,105.120
53,103.760
54,105.440
55,105.080
56,104.800
57,104.440
58,106.160
59,107.240
60,105.880
61,105.400
62,104.600
63,105.520
64,104.560
65,105.920
66,105.800
67,105.880
68,104.640
69,103.320
70,104.520
71,104.080
72,105.240
73,103.920
74,105.760
75,105.040
76,104.400
77,105.000
78,105.680
79,105.240
80,104.800
81,105.240
82,105.320
83,105.720
84,105.960
85,104.720
86,105.120
87,105.520
88,105.520
89,106.080
90,106.480
91,106.840
92,106.200
93,105.840
94,107.400
95,106.920
96,106.600
97,106.320
