 ,Mean
1,101.769
2,101.484
3,101.375
4,101.374
5,101.288
6,101.303
7,101.264
8,101.285
9,101.293
10,101.247
11,101.252
12,101.378
13,101.258
14,101.471
15,101.423
16,101.429
17,101.400
18,101.524
19,101.543
20,101.505
21,101.664
22,101.699
23,101.700
24,101.809
25,101.870
26,101.944
27,101.937
28,101.954
29,102.058
30,102.277
31,102.260
32,102.340
33,102.557
34,102.486
35,102.606
36,102.801
37,102.891
38,102.974
39,102.964
40,103.017
41,103.415
42,103.626
43,103.666
44,103.804
45,104.034
46,104.378
47,104.593
48,104.477
49,104.841
50,105.387
51,105.629
52,106.028
53,106.441
54,106.979
55,107.082
56,107.172
57,107.341
58,107.846
59,107.782
60,108.660
61,108.643
62,108.766
63,109.528
64,110.193
65,110.655
66,111.232
67,112.023
68,112.294
69,112.834
70,112.705
71,113.333
72,114.021
73,113.717
74,114.503
75,113.889
76,113.801
77,114.096
78,113.217
79,113.262
80,114.095
81,113.249
82,113.493
83,114.046
84,114.616
85,115.099
86,115.452
87,114.917
88,115.677
89,115.649
90,116.185
91,115.379
92,115.114
93,114.922
94,114.126
95,113.350
96,112.961
97,112.726
