 ,Mean
1,102.539
2,102.308
3,102.264
4,102.125
5,101.967
6,101.888
7,101.829
8,101.766
9,101.857
10,101.755
11,101.794
12,101.802
13,101.847
14,101.826
15,102.025
16,102.039
17,101.984
18,101.986
19,102.090
20,102.160
21,102.170
22,102.237
23,102.380
24,102.442
25,102.421
26,102.623
27,102.729
28,102.663
29,102.981
30,103.011
31,103.284
32,103.272
33,103.439
34,103.403
35,103.521
36,103.674
37,103.901
38,103.833
39,103.941
40,104.347
41,104.222
42,104.981
43,104.496
44,104.737
45,105.437
46,105.462
47,105.142
48,105.364
49,106.031
50,106.180
51,106.295
52,107.101
53,107.272
54,107.277
55,107.582
56,108.248
57,108.471
58,108.054
59,108.497
60,108.626
61,108.773
62,108.354
63,108.681
64,109.644
65,109.893
66,110.011
67,109.264
68,109.008
69,109.819
70,109.256
71,109.118
72,109.763
73,109.367
74,109.215
75,110.347
76,110.289
77,110.780
78,111.295
79,111.060
80,111.030
81,111.043
82,110.859
83,110.287
84,110.218
85,110.226
86,109.986
87,110.217
88,110.492
89,110.771
90,110.924
91,111.182
92,111.466
93,110.994
94,110.972
95,110.986
96,110.854
97,109.846
