 ,Mean
1,101.720
2,102.800
3,102.040
4,103.040
5,102.160
6,100.920
7,102.000
8,101.440
9,102.040
10,101.400
11,101.560
12,101.200
13,101.800
14,102.000
15,101.480
16,101.960
17,101.480
18,101.840
19,101.760
20,102.000
21,101.840
22,102.080
23,102.640
24,102.480
25,102.680
26,102.720
27,102.080
28,102.400
29,102.640
30,102.440
31,102.200
32,102.560
33,103.240
34,103.120
35,103.080
36,103.440
37,102.760
38,103.600
39,104.480
40,102.800
41,102.960
42,103.000
43,103.120
44,102.120
45,104.960
46,102.680
47,103.240
48,103.440
49,103.640
50,104.240
51,104.080
52,105.240
53,103.640
54,104.680
55,103.280
56,105.080
57,103.880
58,102.720
59,103.080
60,103.320
61,103.720
62,102.600
63,102.640
64,103.040
65,103.040
66,103.720
67,103.880
68,103.880
69,103.960
70,103.440
71,103.080
72,104.200
73,104.200
74,103.200
75,103.240
76,103.720
77,102.000
78,103.240
79,102.600
80,102.960
81,102.880
82,103.480
83,103.280
84,103.560
85,102.800
86,103.760
87,103.880
88,103.080
89,103.720
90,104.560
91,104.040
92,105.360
93,103.920
94,104.480
95,103.520
96,104.440
97,103.880
