 ,Mean
1,103.400
2,101.680
3,101.680
4,102.520
5,101.760
6,101.920
7,101.280
8,101.760
9,101.520
10,101.920
11,102.160
12,102.400
13,102.960
14,104.080
15,103.240
16,104.400
17,103.680
18,104.120
19,104.200
20,104.760
21,102.640
22,104.560
23,103.600
24,102.120
25,104.120
26,102.920
27,102.360
28,103.200
29,103.720
30,103.760
31,102.840
32,101.960
33,102.360
34,103.600
35,103.400
36,103.320
37,104.440
38,103.480
39,102.960
40,103.880
41,102.360
42,103.520
43,102.560
44,102.440
45,104.040
46,103.000
47,104.000
48,101.320
49,103.280
50,102.840
51,102.560
52,103.280
53,103.360
54,103.200
55,103.040
56,102.840
57,102.680
58,103.320
59,102.760
60,102.880
61,102.960
62,101.920
63,102.920
64,102.520
65,102.880
66,102.360
67,102.480
68,102.680
69,102.960
70,103.720
71,103.280
72,103.080
73,101.600
74,101.440
75,102.360
76,102.400
77,104.280
78,102.400
79,102.960
80,103.040
81,103.800
82,102.680
83,102.880
84,102.840
85,103.360
86,102.440
87,102.360
88,104.000
89,102.640
90,103.120
91,102.560
92,102.920
93,102.000
94,102.960
95,102.520
96,103.160
97,103.160
