 ,Mean
1,102.400
2,102.200
3,102.280
4,102.480
5,102.280
6,102.120
7,102.840
8,103.440
9,102.560
10,103.080
11,102.520
12,102.920
13,102.520
14,102.480
15,102.120
16,102.880
17,102.280
18,104.280
19,102.720
20,102.600
21,102.880
22,102.920
23,103.120
24,103.200
25,103.320
26,103.080
27,104.000
28,103.440
29,103.480
30,104.560
31,103.440
32,103.280
33,103.760
34,105.480
35,103.480
36,104.920
37,103.720
38,103.480
39,104.440
40,103.280
41,103.160
42,102.880
43,104.000
44,103.880
45,105.880
46,105.080
47,105.120
48,105.400
49,104.920
50,104.480
51,104.920
52,104.040
53,105.840
54,104.720
55,104.400
56,104.800
57,104.960
58,105.440
59,104.000
60,104.120
61,105.880
62,105.800
63,105.160
64,105.480
65,105.000
66,105.480
67,105.320
68,105.600
69,104.320
70,105.240
71,103.840
72,103.800
73,107.160
74,105.360
75,106.800
76,105.320
77,106.040
78,106.200
79,105.320
80,105.640
81,105.360
82,104.920
83,105.080
84,105.440
85,104.840
86,105.160
87,105.320
88,104.920
89,104.000
90,104.440
91,105.800
92,105.840
93,105.880
94,104.960
95,105.000
96,106.120
97,106.480
