 ,Mean
1,104.640
2,103.040
3,102.320
4,101.960
5,101.880
6,101.600
7,103.200
8,103.920
9,103.600
10,102.960
11,102.080
12,102.880
13,103.760
14,103.840
15,102.200
16,102.760
17,102.120
18,102.480
19,102.440
20,102.280
21,101.880
22,101.200
23,101.240
24,101.120
25,101.360
26,102.240
27,101.800
28,101.720
29,101.320
30,102.240
31,101.200
32,101.400
33,101.040
34,102.200
35,102.080
36,101.600
37,101.280
38,101.280
39,102.400
40,102.040
41,101.560
42,101.720
43,101.960
44,101.880
45,102.320
46,101.760
47,102.240
48,102.680
49,101.480
50,103.760
51,102.200
52,103.080
53,102.040
54,103.360
55,102.960
56,104.680
57,104.160
58,103.520
59,102.640
60,103.160
61,103.680
62,103.440
63,102.680
64,103.360
65,103.440
66,103.760
67,103.280
68,102.560
69,103.320
70,103.920
71,103.440
72,103.480
73,103.280
74,103.040
75,104.280
76,103.200
77,103.200
78,104.560
79,102.920
80,104.000
81,103.600
82,103.120
83,104.360
84,103.880
85,103.040
86,103.360
87,102.840
88,102.880
89,103.520
90,103.160
91,102.920
92,102.720
93,103.400
94,103.200
95,103.560
96,103.840
97,103.160
