 ,Mean
1,102.480
2,101.840
3,102.520
4,101.800
5,102.320
6,102.480
7,101.800
8,101.400
9,102.320
10,102.400
11,102.360
12,101.680
13,102.640
14,102.120
15,102.880
16,102.760
17,103.720
18,103.360
19,104.440
20,103.960
21,104.960
22,104.120
23,106.800
24,104.480
25,104.640
26,106.960
27,105.400
28,105.000
29,105.480
30,104.840
31,104.920
32,104.440
33,104.240
34,106.040
35,106.240
36,108.160
37,105.080
38,105.520
39,105.840
40,105.840
41,106.440
42,105.840
43,107.000
44,105.280
45,107.480
46,106.080
47,105.600
48,106.000
49,106.680
50,106.640
51,106.800
52,106.000
53,107.360
54,107.400
55,106.480
56,105.440
57,106.640
58,105.000
59,106.040
60,106.440
61,104.720
62,105.760
63,106.400
64,106.240
65,105.000
66,105.880
67,106.560
68,105.160
69,106.160
70,105.920
71,107.240
72,106.680
73,107.280
74,105.960
75,105.920
76,105.920
77,105.880
78,105.520
79,105.600
80,105.720
81,105.000
82,105.640
83,105.840
84,106.880
85,105.440
86,105.760
87,106.000
88,105.560
89,106.840
90,105.960
91,106.200
92,106.400
93,105.320
94,107.280
95,105.920
96,105.800
97,105.680
