 ,Mean
1,102.960
2,103.560
3,103.920
4,103.280
5,103.440
6,103.160
7,103.000
8,102.560
9,104.360
10,103.280
11,101.920
12,104.200
13,103.840
14,103.760
15,103.080
16,103.760
17,102.840
18,102.960
19,103.280
20,103.520
21,102.960
22,102.760
23,102.760
24,103.560
25,102.400
26,103.000
27,103.880
28,102.000
29,102.080
30,103.600
31,102.560
32,102.960
33,103.320
34,103.480
35,102.480
36,102.880
37,104.920
38,102.160
39,102.680
40,102.880
41,102.240
42,103.120
43,101.720
44,103.240
45,101.680
46,101.720
47,102.160
48,102.440
49,102.520
50,103.240
51,103.200
52,102.880
53,103.400
54,103.200
55,102.880
56,102.440
57,102.880
58,102.640
59,102.440
60,102.800
61,102.960
62,102.560
63,102.320
64,102.480
65,102.600
66,102.640
67,103.400
68,103.200
69,102.040
70,102.600
71,103.480
72,102.640
73,103.440
74,103.400
75,103.360
76,102.760
77,103.280
78,102.880
79,103.200
80,102.200
81,102.040
82,103.000
83,102.320
84,102.800
85,102.480
86,102.840
87,103.720
88,103.240
89,103.240
90,102.560
91,102.760
92,102.680
93,102.680
94,102.440
95,102.560
96,103.560
97,104.520
