 ,Mean
1,109.080
2,108.680
3,106.160
4,105.760
5,107.440
6,106.880
7,106.520
8,108.040
9,107.920
10,107.040
11,107.440
12,107.480
13,106.040
14,107.240
15,108.640
16,107.800
17,108.120
18,107.680
19,107.840
20,105.240
21,107.760
22,106.480
23,106.080
24,107.320
25,105.360
26,107.200
27,104.320
28,105.440
29,108.400
30,106.320
31,107.480
32,106.120
33,104.000
34,104.360
35,105.200
36,105.680
37,106.000
38,108.440
39,105.760
40,107.800
41,106.320
42,106.040
43,106.880
44,107.280
45,108.680
46,107.240
47,106.320
48,106.920
49,107.600
50,106.440
51,104.680
52,107.240
53,106.800
54,106.560
55,108.240
56,106.360
57,108.920
58,106.520
59,106.600
60,105.400
61,105.160
62,106.400
63,105.520
64,109.720
65,108.480
66,106.400
67,105.440
68,107.880
69,107.320
70,106.160
71,106.480
72,105.360
73,105.440
74,107.960
75,105.680
76,105.840
77,106.000
78,106.440
79,105.760
80,110.080
81,106.440
82,107.240
83,106.440
84,106.560
85,107.000
86,106.640
87,105.360
88,104.600
89,104.520
90,105.480
91,105.960
92,105.240
93,105.560
94,105.720
95,105.920
96,105.360
97,106.240
