 ,Mean
1,107.240
2,109.680
3,107.400
4,109.040
5,109.000
6,109.600
7,107.720
8,105.840
9,107.920
10,106.920
11,106.280
12,106.960
13,109.080
14,106.880
15,107.200
16,107.000
17,108.680
18,108.800
19,109.400
20,109.360
21,107.640
22,106.760
23,106.080
24,108.080
25,107.040
26,108.280
27,107.120
28,107.680
29,107.200
30,107.200
31,107.000
32,109.600
33,107.080
34,107.680
35,109.160
36,107.600
37,107.600
38,107.280
39,108.920
40,108.960
41,108.880
42,107.360
43,107.400
44,107.480
45,108.560
46,108.720
47,106.840
48,107.080
49,106.040
50,106.080
51,107.600
52,106.960
53,104.920
54,106.240
55,106.040
56,106.360
57,104.120
58,104.360
59,104.440
60,104.840
61,105.720
62,105.000
63,106.200
64,105.200
65,105.720
66,105.960
67,104.920
68,106.160
69,107.000
70,105.680
71,107.160
72,105.800
73,108.200
74,105.360
75,106.040
76,107.920
77,107.240
78,105.760
79,105.040
80,107.240
81,106.640
82,106.600
83,108.520
84,106.640
85,107.400
86,108.960
87,108.560
88,108.600
89,109.760
90,106.560
91,105.680
92,106.080
93,109.080
94,108.560
95,109.320
96,108.560
97,110.920
