 ,Mean
1,105.093
2,105.085
3,104.368
4,104.854
5,104.405
6,104.708
7,104.688
8,105.406
9,105.299
10,105.686
11,105.418
12,105.804
13,105.583
14,105.892
15,106.465
16,106.463
17,106.169
18,106.942
19,106.401
20,106.280
21,106.263
22,106.234
23,106.268
24,106.489
25,105.754
26,106.187
27,106.333
28,106.335
29,105.877
30,106.401
31,106.692
32,106.267
33,106.577
34,106.179
35,106.668
36,105.628
37,105.513
38,106.327
39,106.037
40,105.701
41,105.285
42,105.208
43,105.476
44,104.989
45,105.409
46,105.678
47,104.748
48,105.439
49,105.756
50,105.575
51,105.791
52,105.580
53,105.913
54,105.585
55,105.879
56,106.076
57,106.605
58,105.832
59,106.404
60,106.998
61,106.788
62,106.510
63,106.022
64,106.944
65,106.245
66,106.508
67,106.425
68,106.291
69,106.989
70,106.573
71,106.748
72,106.626
73,106.610
74,106.132
75,106.810
76,106.794
77,106.682
78,106.622
79,106.778
80,107.207
81,107.414
82,107.014
83,106.973
84,107.133
85,107.733
86,107.662
87,108.033
88,107.815
89,107.885
90,107.564
91,107.261
92,107.426
93,107.604
94,108.326
95,107.735
96,107.692
97,107.759
