 ,Mean
1,103.240
2,103.720
3,103.000
4,103.280
5,102.680
6,102.400
7,102.600
8,102.920
9,101.880
10,102.880
11,102.600
12,102.800
13,103.320
14,102.360
15,102.320
16,102.760
17,102.920
18,103.680
19,102.720
20,103.000
21,103.120
22,103.360
23,102.680
24,101.720
25,102.000
26,103.440
27,102.960
28,101.840
29,103.120
30,102.400
31,102.520
32,102.680
33,103.360
34,102.920
35,101.960
36,103.240
37,102.640
38,103.000
39,102.760
40,103.320
41,102.960
42,102.960
43,103.360
44,104.400
45,103.360
46,104.440
47,104.280
48,103.600
49,104.560
50,104.200
51,105.640
52,104.160
53,104.560
54,104.800
55,105.040
56,104.760
57,105.680
58,105.000
59,105.440
60,105.280
61,106.520
62,104.840
63,104.600
64,105.040
65,105.680
66,104.400
67,105.000
68,105.040
69,106.280
70,105.160
71,105.920
72,104.720
73,104.760
74,104.480
75,105.680
76,104.640
77,103.480
78,104.640
79,105.800
80,105.640
81,105.960
82,105.920
83,105.760
84,105.800
85,105.080
86,105.280
87,104.440
88,105.520
89,104.200
90,104.880
91,105.160
92,105.040
93,105.760
94,105.080
95,104.760
96,105.200
97,105.040
