 ,Mean
1,105.116
2,105.041
3,105.032
4,104.771
5,104.858
6,105.145
7,104.829
8,105.370
9,105.417
10,105.406
11,105.072
12,105.151
13,105.262
14,105.336
15,105.311
16,105.274
17,105.389
18,105.623
19,105.418
20,105.724
21,105.641
22,105.495
23,105.865
24,105.931
25,106.032
26,106.084
27,106.071
28,106.321
29,106.111
30,106.632
31,106.330
32,106.444
33,106.545
34,106.536
35,106.391
36,107.391
37,106.966
38,107.287
39,107.723
40,107.661
41,107.264
42,108.234
43,107.777
44,107.586
45,108.337
46,108.167
47,108.125
48,108.731
49,108.502
50,108.329
51,108.118
52,108.533
53,108.811
54,108.886
55,108.173
56,109.206
57,109.337
58,109.477
59,110.267
60,109.468
61,109.274
62,110.004
63,109.871
64,109.766
65,109.601
66,109.471
67,110.291
68,110.020
69,109.443
70,108.287
71,108.367
72,108.064
73,108.255
74,108.283
75,108.165
76,108.229
77,108.115
78,107.905
79,108.011
80,107.701
81,108.217
82,108.234
83,108.954
84,108.330
85,107.959
86,107.911
87,107.610
88,107.023
89,107.413
90,108.159
91,108.305
92,108.021
93,108.652
94,108.674
95,108.547
96,108.145
97,107.574
