 ,Mean
1,105.160
2,103.800
3,104.800
4,104.280
5,103.280
6,103.360
7,102.960
8,102.400
9,103.120
10,103.400
11,103.360
12,103.800
13,103.760
14,103.800
15,103.520
16,104.280
17,103.400
18,103.720
19,103.000
20,103.960
21,103.160
22,103.160
23,103.680
24,103.680
25,103.840
26,103.440
27,103.680
28,104.440
29,103.320
30,104.520
31,104.000
32,103.520
33,104.840
34,104.880
35,104.720
36,105.560
37,105.080
38,105.160
39,105.480
40,105.520
41,105.400
42,105.120
43,105.920
44,105.920
45,105.960
46,105.520
47,106.440
48,105.560
49,106.360
50,106.080
51,106.480
52,106.800
53,106.240
54,107.960
55,107.720
56,106.360
57,107.080
58,107.680
59,107.440
60,107.200
61,108.400
62,107.680
63,106.600
64,106.920
65,108.120
66,107.800
67,107.200
68,107.480
69,107.400
70,107.200
71,108.160
72,106.720
73,107.840
74,109.240
75,107.360
76,107.640
77,109.040
78,108.040
79,107.200
80,108.000
81,107.920
82,108.160
83,108.600
84,108.440
85,108.640
86,108.440
87,108.240
88,109.600
89,108.240
90,106.960
91,109.400
92,109.600
93,110.000
94,111.160
95,111.640
96,110.000
97,111.600
