 ,Mean
1,103.260
2,102.914
3,102.522
4,102.453
5,102.440
6,102.383
7,102.319
8,102.378
9,102.481
10,102.622
11,102.677
12,102.712
13,102.748
14,102.666
15,102.773
16,102.807
17,102.837
18,102.995
19,103.330
20,103.309
21,103.376
22,103.679
23,103.893
24,104.071
25,104.190
26,104.182
27,104.462
28,104.718
29,105.212
30,105.512
31,105.632
32,106.023
33,106.130
34,106.712
35,107.462
36,107.347
37,107.820
38,107.786
39,107.182
40,107.738
41,107.802
42,107.596
43,107.780
44,107.582
45,107.383
46,107.534
47,107.975
48,107.635
49,108.797
50,109.262
51,109.543
52,109.967
53,111.373
54,112.374
55,111.104
56,110.097
57,110.616
58,111.141
59,111.110
60,111.218
61,111.565
62,113.018
63,113.312
64,113.750
65,113.484
66,113.585
67,114.146
68,113.170
69,113.317
70,114.549
71,116.278
72,115.055
73,115.549
74,116.385
75,116.556
76,116.581
77,114.414
78,115.339
79,114.510
80,114.253
81,115.722
82,116.315
83,116.181
84,115.220
85,115.348
86,115.396
87,115.098
88,115.444
89,115.503
90,115.213
91,115.056
92,116.332
93,116.720
94,118.674
95,119.197
96,117.977
97,118.154
