 ,Mean
1,111.855
2,111.467
3,111.414
4,111.321
5,111.403
6,111.540
7,111.416
8,110.947
9,112.271
10,110.745
11,110.536
12,110.500
13,110.988
14,111.659
15,111.386
16,110.677
17,109.921
18,110.157
19,111.241
20,110.229
21,110.965
22,111.345
23,112.077
24,111.791
25,111.042
26,111.390
27,110.557
28,110.207
29,111.242
30,110.070
31,111.280
32,111.750
33,109.778
34,110.910
35,110.576
36,110.743
37,110.165
38,110.969
39,110.541
40,110.460
41,110.379
42,109.988
43,111.460
44,110.698
45,110.795
46,110.233
47,110.515
48,110.194
49,109.710
50,110.465
51,110.045
52,110.231
53,110.369
54,110.747
55,110.353
56,110.771
57,111.033
58,110.586
59,109.998
60,110.517
61,109.899
62,110.228
63,109.650
64,109.820
65,110.291
66,110.619
67,109.684
68,111.781
69,109.516
70,109.717
71,110.317
72,109.859
73,110.603
74,110.752
75,110.721
76,110.967
77,111.492
78,110.487
79,111.386
80,111.074
81,111.208
82,111.484
83,110.899
84,111.160
85,111.887
86,111.685
87,111.394
88,111.352
89,111.649
90,110.871
91,110.801
92,110.919
93,111.102
94,111.881
95,110.229
96,110.799
97,111.365
