 ,Mean
1,105.502
2,105.873
3,105.836
4,106.510
5,106.480
6,106.098
7,107.043
8,106.318
9,106.832
10,107.014
11,106.899
12,106.961
13,106.917
14,107.343
15,106.974
16,106.845
17,107.140
18,107.280
19,106.970
20,106.459
21,106.272
22,105.850
23,106.772
24,105.711
25,106.940
26,106.581
27,105.943
28,105.747
29,105.815
30,106.084
31,105.948
32,106.211
33,105.833
34,106.640
35,106.085
36,106.247
37,106.502
38,105.947
39,106.910
40,106.193
41,106.192
42,105.805
43,106.019
44,106.102
45,106.252
46,106.204
47,106.261
48,106.237
49,106.311
50,105.862
51,105.470
52,105.780
53,105.805
54,105.782
55,106.029
56,105.756
57,105.613
58,105.932
59,106.114
60,105.657
61,105.206
62,106.172
63,105.914
64,105.890
65,105.732
66,105.850
67,105.875
68,105.892
69,106.806
70,106.590
71,106.332
72,106.905
73,106.892
74,106.786
75,106.976
76,107.230
77,107.430
78,107.447
79,107.960
80,107.610
81,107.530
82,108.036
83,108.189
84,107.867
85,108.087
86,108.531
87,108.771
88,108.578
89,108.732
90,108.859
91,108.308
92,108.098
93,108.759
94,108.329
95,108.939
96,109.295
97,109.428
