 ,Mean
1,103.235
2,102.992
3,102.762
4,102.668
5,102.743
6,102.702
7,102.667
8,102.781
9,102.838
10,102.852
11,103.039
12,103.055
13,102.965
14,103.165
15,103.314
16,103.228
17,103.299
18,103.357
19,103.380
20,103.113
21,103.442
22,103.347
23,103.318
24,103.349
25,103.473
26,103.566
27,103.602
28,103.705
29,103.969
30,103.798
31,103.790
32,103.906
33,104.122
34,104.136
35,104.083
36,104.361
37,104.374
38,104.583
39,104.304
40,104.374
41,104.522
42,104.695
43,104.797
44,104.770
45,104.919
46,104.995
47,105.223
48,105.521
49,106.020
50,106.125
51,106.480
52,107.057
53,107.059
54,107.762
55,107.494
56,107.894
57,108.469
58,108.811
59,109.007
60,108.826
61,108.904
62,109.619
63,110.769
64,111.489
65,110.987
66,110.434
67,111.226
68,111.688
69,112.224
70,112.970
71,112.800
72,113.647
73,114.867
74,114.213
75,114.783
76,114.776
77,115.867
78,116.009
79,115.572
80,115.363
81,115.248
82,115.525
83,114.222
84,114.651
85,114.430
86,114.172
87,114.091
88,113.341
89,112.675
90,112.838
91,113.578
92,113.956
93,114.113
94,114.548
95,114.707
96,116.157
97,115.395
