 ,Mean
1,100.960
2,100.160
3,100.120
4,100.800
5,100.320
6,100.200
7,100.560
8,99.760
9,100.440
10,100.600
11,100.240
12,100.360
13,100.400
14,100.520
15,99.680
16,100.840
17,100.480
18,99.840
19,100.400
20,99.760
21,100.400
22,100.520
23,100.320
24,100.280
25,100.240
26,100.240
27,100.400
28,99.800
29,99.960
30,100.480
31,100.560
32,100.360
33,100.600
34,100.520
35,100.680
36,99.800
37,100.160
38,100.560
39,99.400
40,100.840
41,100.320
42,100.640
43,100.360
44,100.920
45,100.240
46,100.360
47,100.200
48,100.400
49,100.920
50,100.840
51,99.920
52,100.600
53,100.360
54,100.040
55,99.800
56,100.480
57,100.960
58,100.800
59,99.880
60,100.480
61,100.600
62,100.280
63,99.840
64,100.520
65,100.360
66,100.280
67,100.480
68,100.120
69,100.280
70,100.680
71,100.480
72,100.120
73,101.000
74,100.320
75,101.160
76,100.360
77,100.760
78,100.680
79,100.520
80,100.320
81,100.040
82,100.440
83,100.720
84,99.920
85,100.680
86,100.520
87,100.600
88,100.440
89,100.800
90,100.480
91,101.400
92,101.040
93,100.600
94,100.440
95,99.920
96,100.520
97,100.200
