 ,Mean
1,106.080
2,105.040
3,105.400
4,103.760
5,105.600
6,105.280
7,104.560
8,104.880
9,104.880
10,105.400
11,104.160
12,105.880
13,105.920
14,105.440
15,105.000
16,104.480
17,105.120
18,105.400
19,105.960
20,105.440
21,104.960
22,105.680
23,105.160
24,105.160
25,104.120
26,105.800
27,105.000
28,105.960
29,104.920
30,105.480
31,105.960
32,106.080
33,105.680
34,105.880
35,104.160
36,104.800
37,106.920
38,105.320
39,112.320
40,105.000
41,104.400
42,103.920
43,104.560
44,104.440
45,103.920
46,106.840
47,104.680
48,104.400
49,104.520
50,105.160
51,104.800
52,104.040
53,104.400
54,104.320
55,105.640
56,105.080
57,104.360
58,104.760
59,106.040
60,105.080
61,104.640
62,104.960
63,105.240
64,105.480
65,105.760
66,105.840
67,105.200
68,105.600
69,105.040
70,104.440
71,106.440
72,104.600
73,105.200
74,104.440
75,104.320
76,104.760
77,105.040
78,105.240
79,105.840
80,104.840
81,104.080
82,104.720
83,105.880
84,105.640
85,105.000
86,104.440
87,105.960
88,104.600
89,104.560
90,104.680
91,106.320
92,105.320
93,105.160
94,106.200
95,105.440
96,106.240
97,108.240
