 ,Mean
1,100.320
2,100.120
3,100.880
4,100.200
5,99.520
6,100.160
7,100.640
8,100.280
9,100.840
10,100.120
11,99.680
12,101.200
13,100.600
14,99.680
15,100.760
16,100.520
17,100.320
18,100.600
19,100.760
20,100.320
21,100.240
22,100.040
23,100.080
24,99.960
25,100.080
26,100.320
27,100.320
28,100.640
29,100.200
30,100.320
31,100.640
32,100.040
33,99.840
34,100.440
35,100.680
36,100.000
37,100.280
38,100.520
39,100.360
40,100.160
41,99.880
42,100.040
43,100.240
44,100.640
45,100.520
46,100.200
47,100.040
48,100.680
49,100.400
50,100.000
51,100.360
52,100.120
53,99.960
54,99.920
55,100.600
56,100.440
57,99.880
58,99.800
59,100.120
60,100.640
61,100.480
62,100.000
63,100.640
64,100.840
65,100.520
66,100.680
67,99.960
68,100.760
69,100.120
70,100.840
71,100.320
72,100.640
73,100.600
74,100.080
75,100.240
76,99.640
77,100.720
78,100.520
79,100.520
80,100.360
81,100.800
82,100.280
83,100.760
84,99.720
85,99.880
86,100.880
87,100.560
88,99.960
89,100.200
90,100.480
91,100.120
92,100.240
93,100.440
94,100.760
95,99.720
96,100.240
97,100.400
