 ,Mean
1,102.520
2,102.120
3,102.520
4,103.000
5,103.400
6,101.760
7,101.720
8,102.160
9,101.960
10,102.200
11,102.160
12,101.480
13,101.160
14,101.960
15,101.920
16,101.880
17,101.840
18,102.280
19,102.480
20,102.040
21,101.000
22,101.880
23,102.680
24,102.600
25,101.520
26,101.720
27,102.320
28,101.560
29,102.400
30,102.040
31,102.360
32,102.280
33,102.120
34,101.600
35,101.920
36,102.400
37,102.080
38,102.400
39,101.880
40,102.040
41,101.840
42,102.600
43,102.440
44,102.080
45,103.400
46,101.480
47,102.520
48,102.680
49,101.720
50,102.320
51,102.280
52,101.960
53,102.040
54,102.680
55,101.640
56,102.720
57,101.680
58,103.080
59,101.880
60,102.520
61,102.520
62,102.760
63,102.320
64,102.320
65,102.520
66,102.720
67,102.800
68,102.400
69,103.280
70,103.320
71,102.240
72,102.520
73,103.120
74,103.720
75,104.600
76,103.920
77,103.360
78,103.320
79,102.920
80,102.720
81,102.760
82,103.080
83,103.400
84,102.160
85,102.840
86,101.880
87,103.080
88,103.600
89,103.640
90,103.440
91,103.440
92,103.840
93,103.320
94,102.960
95,103.680
96,103.400
97,103.000
