 ,Mean
1,100.840
2,100.120
3,100.440
4,100.760
5,99.680
6,101.000
7,100.120
8,100.520
9,100.400
10,100.400
11,99.880
12,100.800
13,100.120
14,100.160
15,99.960
16,100.400
17,100.360
18,100.360
19,100.400
20,100.040
21,100.240
22,100.600
23,100.360
24,100.240
25,100.280
26,100.080
27,100.440
28,99.960
29,100.480
30,100.200
31,100.360
32,100.160
33,99.720
34,100.120
35,99.760
36,100.640
37,100.160
38,100.080
39,100.320
40,100.280
41,100.040
42,100.320
43,100.720
44,100.400
45,100.560
46,100.240
47,100.760
48,100.600
49,100.400
50,100.200
51,100.280
52,100.640
53,100.480
54,100.960
55,100.320
56,100.440
57,100.800
58,100.720
59,100.160
60,100.600
61,100.240
62,100.120
63,100.480
64,100.000
65,100.880
66,100.400
67,100.440
68,100.840
69,100.720
70,100.520
71,100.600
72,100.280
73,100.720
74,100.680
75,100.880
76,100.360
77,100.240
78,100.480
79,100.680
80,101.080
81,100.160
82,100.480
83,100.520
84,100.720
85,100.720
86,100.480
87,99.720
88,99.800
89,101.000
90,100.200
91,101.120
92,100.680
93,100.880
94,99.960
95,100.080
96,100.080
97,100.520
