 ,Mean
1,107.881
2,107.799
3,107.392
4,107.808
5,107.712
6,107.532
7,107.709
8,107.385
9,108.181
10,107.562
11,108.171
12,108.704
13,107.745
14,108.304
15,107.663
16,107.739
17,108.355
18,108.527
19,108.198
20,108.217
21,107.930
22,107.869
23,107.712
24,108.339
25,108.072
26,108.531
27,108.403
28,108.198
29,107.803
30,108.085
31,108.839
32,108.182
33,108.334
34,108.137
35,108.263
36,108.286
37,109.327
38,108.423
39,110.484
40,110.259
41,110.791
42,109.852
43,109.765
44,110.484
45,110.249
46,110.123
47,111.455
48,111.823
49,110.514
50,110.847
51,110.892
52,110.520
53,110.630
54,111.271
55,110.113
56,110.393
57,110.404
58,110.238
59,110.491
60,110.816
61,111.055
62,109.800
63,109.907
64,110.244
65,110.036
66,109.900
67,110.296
68,110.177
69,110.523
70,110.062
71,109.385
72,110.332
73,110.491
74,110.468
75,110.903
76,110.618
77,111.654
78,110.430
79,111.579
80,110.936
81,111.454
82,111.029
83,111.306
84,111.062
85,111.310
86,111.648
87,111.880
88,111.755
89,111.735
90,111.144
91,111.711
92,111.439
93,111.517
94,111.738
95,111.327
96,111.744
97,111.683
