 ,Mean
1,102.480
2,103.600
3,102.560
4,102.480
5,102.760
6,103.040
7,102.640
8,102.840
9,101.840
10,102.080
11,103.920
12,104.120
13,103.800
14,104.320
15,103.800
16,103.200
17,103.800
18,102.720
19,103.680
20,104.560
21,104.000
22,105.240
23,104.880
24,104.400
25,104.840
26,105.280
27,104.800
28,105.000
29,104.880
30,105.200
31,105.320
32,105.800
33,106.160
34,106.480
35,106.360
36,105.800
37,106.440
38,106.960
39,107.200
40,106.360
41,107.440
42,107.200
43,105.400
44,107.200
45,104.760
46,104.440
47,106.440
48,106.920
49,104.520
50,105.160
51,106.200
52,105.160
53,106.400
54,106.000
55,107.960
56,106.800
57,106.560
58,107.640
59,106.080
60,105.240
61,104.080
62,106.400
63,105.120
64,104.800
65,105.760
66,104.560
67,104.520
68,104.560
69,103.200
70,104.760
71,106.360
72,105.920
73,105.320
74,104.480
75,105.080
76,105.240
77,104.840
78,104.840
79,104.400
80,104.880
81,104.880
82,106.680
83,105.520
84,108.240
85,106.760
86,106.840
87,106.760
88,106.600
89,104.880
90,105.720
91,104.680
92,104.720
93,106.320
94,105.200
95,105.200
96,104.600
97,105.600
