 ,Mean
1,101.720
2,101.000
3,101.480
4,101.440
5,100.800
6,101.480
7,101.840
8,100.960
9,101.560
10,101.040
11,101.680
12,101.000
13,101.080
14,101.720
15,101.520
16,101.760
17,102.000
18,101.440
19,100.920
20,101.320
21,102.000
22,102.400
23,101.120
24,101.360
25,101.760
26,101.760
27,101.320
28,102.360
29,101.520
30,101.520
31,102.640
32,101.680
33,101.760
34,101.800
35,101.440
36,101.560
37,102.440
38,101.320
39,101.480
40,101.880
41,102.480
42,102.000
43,101.960
44,102.720
45,102.280
46,102.680
47,101.880
48,101.920
49,101.920
50,102.400
51,102.360
52,102.360
53,102.680
54,103.240
55,102.880
56,103.360
57,102.520
58,102.840
59,103.080
60,103.600
61,102.800
62,103.320
63,102.360
64,102.200
65,103.360
66,102.880
67,102.840
68,102.960
69,102.720
70,102.880
71,102.440
72,102.040
73,102.040
74,103.680
75,102.160
76,103.080
77,101.800
78,102.440
79,102.600
80,102.800
81,101.960
82,101.640
83,102.560
84,102.360
85,102.840
86,103.400
87,102.560
88,102.880
89,103.320
90,102.480
91,103.000
92,102.480
93,102.760
94,101.800
95,102.120
96,103.000
97,102.920
