 ,Mean
1,102.469
2,102.273
3,102.232
4,102.127
5,102.082
6,102.205
7,102.220
8,102.356
9,102.462
10,102.413
11,102.433
12,102.372
13,102.366
14,102.390
15,102.500
16,102.543
17,102.633
18,102.832
19,102.682
20,102.750
21,102.829
22,102.811
23,102.868
24,102.860
25,103.011
26,103.050
27,103.268
28,103.362
29,103.341
30,103.580
31,104.178
32,104.271
33,104.683
34,104.585
35,104.721
36,104.888
37,104.725
38,104.885
39,105.197
40,105.622
41,105.624
42,105.506
43,105.385
44,105.377
45,105.529
46,105.382
47,105.584
48,105.572
49,106.163
50,106.500
51,106.362
52,106.784
53,106.658
54,106.790
55,106.809
56,106.673
57,107.693
58,107.746
59,107.731
60,108.025
61,107.794
62,108.031
63,107.974
64,108.604
65,108.335
66,108.410
67,109.084
68,109.063
69,109.674
70,109.907
71,109.629
72,109.262
73,110.348
74,109.802
75,109.459
76,110.207
77,110.406
78,110.501
79,111.354
80,111.542
81,111.895
82,113.259
83,113.990
84,114.126
85,114.429
86,115.174
87,114.632
88,114.544
89,114.443
90,114.681
91,115.588
92,116.259
93,116.496
94,115.950
95,114.979
96,114.552
97,115.672
