 ,Mean
1,100.840
2,100.440
3,100.560
4,101.040
5,101.320
6,100.560
7,100.680
8,100.640
9,100.400
10,100.600
11,100.360
12,100.360
13,100.520
14,100.240
15,100.240
16,100.160
17,100.960
18,100.680
19,100.480
20,100.720
21,100.520
22,100.120
23,100.160
24,100.960
25,100.600
26,100.440
27,100.560
28,100.480
29,100.520
30,100.560
31,100.040
32,100.120
33,100.080
34,100.680
35,100.040
36,100.520
37,100.520
38,99.880
39,99.960
40,100.320
41,100.240
42,100.040
43,100.280
44,100.480
45,100.520
46,100.480
47,100.720
48,100.440
49,100.000
50,100.360
51,99.760
52,100.600
53,99.720
54,100.000
55,100.520
56,99.840
57,100.680
58,100.560
59,100.320
60,100.800
61,100.600
62,101.000
63,100.600
64,100.920
65,100.240
66,100.360
67,99.960
68,100.560
69,99.920
70,99.920
71,100.440
72,100.160
73,100.200
74,100.280
75,100.440
76,100.080
77,100.160
78,100.080
79,99.800
80,100.840
81,99.840
82,99.920
83,100.480
84,100.560
85,100.720
86,99.800
87,100.160
88,100.320
89,100.000
90,100.440
91,100.480
92,100.600
93,100.240
94,99.800
95,100.400
96,100.560
97,100.840
