 ,Mean
1,102.584
2,102.275
3,102.308
4,102.163
5,102.033
6,102.143
7,102.084
8,102.174
9,102.123
10,102.236
11,102.185
12,102.357
13,102.254
14,102.507
15,102.507
16,102.637
17,102.572
18,102.735
19,102.831
20,102.961
21,102.924
22,103.137
23,103.000
24,102.966
25,103.098
26,103.309
27,103.363
28,103.461
29,103.408
30,103.779
31,103.789
32,104.085
33,104.458
34,104.685
35,104.866
36,104.994
37,104.948
38,105.883
39,106.072
40,106.685
41,107.921
42,108.353
43,108.067
44,108.940
45,108.716
46,109.275
47,110.154
48,110.588
49,110.673
50,111.950
51,111.336
52,112.422
53,113.423
54,114.516
55,114.412
56,115.241
57,115.520
58,116.764
59,116.341
60,115.173
61,115.438
62,116.305
63,116.470
64,117.529
65,117.589
66,116.681
67,117.398
68,119.286
69,121.611
70,120.490
71,120.044
72,121.047
73,120.781
74,121.296
75,120.201
76,121.635
77,121.376
78,121.312
79,121.123
80,120.510
81,120.193
82,120.438
83,120.565
84,120.514
85,119.470
86,121.145
87,121.947
88,121.743
89,121.584
90,120.954
91,121.578
92,122.698
93,121.061
94,119.185
95,117.283
96,116.357
97,116.164
