 ,Mean
1,100.280
2,100.720
3,99.840
4,100.760
5,100.320
6,100.400
7,100.480
8,100.360
9,99.920
10,99.680
11,100.480
12,100.080
13,100.160
14,100.000
15,100.600
16,100.440
17,100.880
18,99.680
19,100.280
20,100.640
21,100.120
22,100.560
23,100.480
24,100.720
25,100.600
26,100.680
27,100.640
28,100.360
29,99.880
30,100.560
31,100.880
32,100.520
33,100.680
34,99.880
35,100.080
36,100.280
37,100.280
38,99.680
39,100.800
40,100.160
41,100.920
42,100.080
43,100.880
44,100.160
45,99.800
46,100.400
47,100.200
48,99.840
49,100.080
50,100.120
51,100.080
52,100.800
53,99.960
54,100.040
55,100.080
56,100.040
57,100.760
58,99.920
59,99.800
60,100.360
61,100.040
62,100.240
63,99.680
64,99.560
65,100.240
66,99.920
67,99.920
68,100.760
69,99.920
70,99.880
71,100.440
72,100.840
73,100.240
74,100.280
75,100.080
76,100.080
77,99.600
78,100.240
79,100.240
80,99.680
81,100.440
82,100.240
83,100.240
84,99.960
85,100.280
86,100.360
87,100.600
88,100.360
89,100.440
90,100.360
91,100.760
92,100.560
93,99.600
94,99.960
95,100.480
96,101.000
97,100.400
