 ,Mean
1,104.160
2,103.960
3,103.120
4,104.760
5,103.560
6,104.920
7,103.880
8,103.800
9,103.360
10,103.560
11,103.080
12,103.880
13,105.040
14,104.600
15,104.160
16,105.160
17,105.360
18,104.880
19,104.280
20,105.120
21,103.760
22,104.960
23,104.680
24,105.400
25,105.000
26,104.640
27,105.200
28,104.320
29,105.080
30,104.800
31,105.520
32,103.960
33,103.840
34,105.800
35,104.720
36,105.480
37,105.200
38,104.800
39,104.640
40,104.520
41,103.080
42,104.760
43,104.600
44,104.440
45,102.360
46,103.920
47,103.720
48,104.640
49,103.480
50,105.400
51,103.200
52,104.680
53,103.320
54,104.720
55,103.000
56,102.480
57,102.680
58,102.840
59,104.200
60,103.200
61,103.320
62,102.400
63,103.440
64,103.800
65,103.680
66,103.480
67,103.560
68,104.280
69,103.640
70,103.800
71,104.760
72,103.520
73,104.440
74,104.880
75,104.640
76,105.040
77,105.360
78,106.600
79,104.960
80,104.320
81,105.200
82,104.960
83,105.440
84,104.880
85,105.440
86,104.680
87,105.640
88,104.880
89,104.680
90,105.400
91,104.800
92,104.880
93,104.440
94,106.120
95,104.720
96,103.880
97,106.200
