 ,Mean
1,106.480
2,107.120
3,106.760
4,106.360
5,106.160
6,105.120
7,106.440
8,105.640
9,105.400
10,106.640
11,107.040
12,104.400
13,105.680
14,107.000
15,107.720
16,108.680
17,107.240
18,106.880
19,105.360
20,106.000
21,108.840
22,107.960
23,107.320
24,107.560
25,105.920
26,105.480
27,105.320
28,106.800
29,106.320
30,106.440
31,105.240
32,104.160
33,105.040
34,107.000
35,106.400
36,106.720
37,106.880
38,107.520
39,105.240
40,107.440
41,107.320
42,108.200
43,106.680
44,109.320
45,108.040
46,107.680
47,109.160
48,108.920
49,110.320
50,108.280
51,107.600
52,107.400
53,109.960
54,108.760
55,106.000
56,109.680
57,109.400
58,109.000
59,107.520
60,107.440
61,107.520
62,106.040
63,105.640
64,105.520
65,105.840
66,104.720
67,105.960
68,106.920
69,106.320
70,107.880
71,107.560
72,107.560
73,108.040
74,108.440
75,107.400
76,108.400
77,107.280
78,108.120
79,107.480
80,108.520
81,109.680
82,106.720
83,108.480
84,106.960
85,105.200
86,107.760
87,107.120
88,106.200
89,106.880
90,107.120
91,108.040
92,107.840
93,108.080
94,108.720
95,108.520
96,106.520
97,109.320
