 ,Mean
1,103.390
2,103.830
3,104.134
4,103.775
5,104.033
6,103.871
7,103.734
8,103.766
9,103.997
10,103.991
11,103.778
12,104.052
13,104.242
14,104.179
15,103.817
16,104.114
17,104.174
18,104.133
19,104.432
20,104.276
21,103.999
22,104.119
23,104.447
24,104.673
25,104.784
26,104.472
27,104.874
28,104.501
29,104.749
30,104.729
31,104.995
32,104.505
33,104.659
34,104.686
35,104.439
36,105.142
37,105.495
38,105.035
39,105.138
40,105.060
41,105.098
42,105.535
43,104.788
44,104.964
45,105.256
46,105.186
47,105.165
48,104.867
49,105.091
50,104.945
51,105.279
52,105.115
53,105.889
54,105.018
55,105.206
56,105.070
57,105.439
58,105.770
59,105.283
60,105.518
61,105.513
62,105.195
63,105.225
64,105.620
65,105.584
66,105.695
67,105.340
68,105.518
69,105.823
70,105.599
71,105.742
72,106.002
73,105.985
74,105.464
75,105.362
76,105.779
77,105.633
78,105.904
79,106.484
80,105.802
81,106.324
82,105.973
83,105.748
84,105.873
85,105.744
86,105.807
87,106.640
88,106.493
89,106.354
90,106.634
91,106.549
92,106.244
93,106.568
94,106.663
95,106.966
96,106.866
97,106.743
