 ,Mean
1,103.070
2,102.653
3,102.381
4,102.316
5,102.180
6,102.149
7,102.016
8,102.128
9,102.106
10,102.175
11,102.214
12,102.225
13,102.365
14,102.412
15,102.337
16,102.573
17,102.606
18,102.674
19,102.698
20,102.794
21,102.664
22,102.587
23,102.705
24,102.596
25,102.827
26,102.803
27,102.803
28,102.942
29,103.141
30,103.025
31,103.171
32,103.146
33,103.428
34,103.623
35,103.772
36,104.003
37,104.198
38,104.082
39,104.520
40,104.640
41,104.713
42,104.845
43,104.864
44,105.363
45,105.153
46,105.719
47,105.750
48,106.138
49,106.308
50,106.604
51,107.179
52,107.317
53,107.578
54,108.380
55,108.528
56,109.265
57,109.331
58,110.397
59,111.286
60,111.833
61,112.652
62,112.966
63,113.727
64,113.790
65,114.021
66,114.598
67,113.678
68,115.960
69,117.075
70,117.141
71,118.671
72,117.181
73,118.395
74,118.290
75,120.712
76,120.592
77,121.847
78,122.082
79,123.089
80,122.566
81,121.834
82,123.507
83,123.703
84,123.483
85,123.392
86,123.107
87,123.747
88,124.373
89,124.367
90,125.208
91,125.454
92,125.193
93,125.445
94,124.341
95,122.988
96,122.360
97,122.089
