 ,Mean
1,101.337
2,101.196
3,101.073
4,101.113
5,101.077
6,101.055
7,101.025
8,101.027
9,101.072
10,101.054
11,101.138
12,101.117
13,101.189
14,101.208
15,101.332
16,101.262
17,101.395
18,101.406
19,101.464
20,101.526
21,101.684
22,101.750
23,101.965
24,102.013
25,102.287
26,102.288
27,102.311
28,102.497
29,102.679
30,102.852
31,102.746
32,103.002
33,103.191
34,103.404
35,103.456
36,103.520
37,103.760
38,104.003
39,104.217
40,104.381
41,104.034
42,104.255
43,104.156
44,104.292
45,104.325
46,105.207
47,105.011
48,104.762
49,104.787
50,105.007
51,104.939
52,105.064
53,104.952
54,105.081
55,105.075
56,104.934
57,106.044
58,106.069
59,106.827
60,107.149
61,107.287
62,106.881
63,107.402
64,107.094
65,107.622
66,107.483
67,107.681
68,108.748
69,108.530
70,107.828
71,108.094
72,108.742
73,108.974
74,109.537
75,109.156
76,108.855
77,108.973
78,109.346
79,109.649
80,109.271
81,109.830
82,109.566
83,109.340
84,109.315
85,109.345
86,109.150
87,109.090
88,108.640
89,108.750
90,108.483
91,108.508
92,108.650
93,108.460
94,108.464
95,107.909
96,107.943
97,107.540
