 ,Mean
1,102.558
2,102.392
3,102.283
4,102.018
5,102.038
6,101.964
7,101.839
8,101.954
9,101.857
10,101.979
11,101.922
12,101.987
13,102.069
14,102.083
15,102.059
16,102.144
17,102.156
18,102.175
19,102.243
20,102.248
21,102.460
22,102.505
23,102.568
24,102.653
25,102.894
26,102.836
27,102.854
28,102.900
29,103.073
30,103.172
31,103.193
32,103.394
33,103.503
34,103.746
35,103.854
36,103.903
37,104.049
38,104.365
39,104.712
40,104.767
41,104.569
42,104.308
43,104.116
44,104.403
45,104.655
46,104.475
47,104.887
48,105.170
49,105.481
50,105.408
51,105.787
52,106.239
53,106.083
54,106.485
55,106.891
56,106.801
57,107.115
58,107.600
59,108.223
60,108.976
61,109.085
62,109.163
63,109.582
64,109.566
65,111.248
66,110.321
67,110.274
68,110.614
69,110.979
70,111.137
71,112.162
72,112.379
73,112.046
74,111.966
75,113.942
76,113.827
77,113.118
78,113.326
79,113.726
80,113.354
81,113.368
82,114.712
83,114.025
84,115.024
85,115.889
86,115.725
87,116.193
88,116.861
89,116.570
90,116.722
91,117.195
92,116.600
93,116.260
94,115.922
95,115.494
96,115.462
97,115.161
