 ,Mean
1,100.160
2,101.280
3,100.560
4,100.840
5,100.360
6,100.000
7,100.240
8,100.160
9,100.360
10,100.640
11,100.280
12,100.160
13,100.040
14,100.000
15,99.880
16,99.880
17,100.120
18,100.200
19,100.480
20,100.640
21,100.360
22,100.360
23,100.440
24,100.200
25,100.320
26,100.240
27,100.040
28,100.480
29,100.240
30,100.320
31,100.440
32,99.880
33,100.200
34,100.360
35,100.520
36,100.240
37,100.560
38,100.200
39,99.880
40,101.400
41,100.440
42,99.880
43,99.800
44,100.200
45,100.160
46,100.560
47,100.200
48,99.960
49,100.640
50,99.960
51,100.280
52,100.160
53,100.320
54,99.960
55,99.960
56,100.600
57,100.640
58,100.320
59,100.280
60,100.920
61,100.560
62,100.560
63,100.320
64,99.920
65,100.120
66,100.480
67,99.840
68,100.240
69,100.560
70,100.560
71,100.120
72,100.800
73,99.680
74,100.160
75,100.360
76,100.680
77,100.160
78,100.560
79,100.040
80,100.000
81,100.080
82,100.440
83,100.360
84,100.760
85,100.440
86,100.680
87,100.280
88,100.480
89,99.920
90,100.600
91,100.320
92,100.720
93,99.760
94,100.640
95,99.920
96,99.440
97,99.880
