 ,Mean
1,102.826
2,102.499
3,102.391
4,102.132
5,102.052
6,102.015
7,101.927
8,102.045
9,101.903
10,101.968
11,101.959
12,101.921
13,102.022
14,102.002
15,102.025
16,102.171
17,102.335
18,102.435
19,102.479
20,102.515
21,102.511
22,102.699
23,102.712
24,102.987
25,102.862
26,102.901
27,103.001
28,103.079
29,103.177
30,103.049
31,103.172
32,103.312
33,103.350
34,103.744
35,103.924
36,103.971
37,104.689
38,105.022
39,104.837
40,105.132
41,105.864
42,106.121
43,106.121
44,106.505
45,106.781
46,107.129
47,107.272
48,108.322
49,108.831
50,109.577
51,108.850
52,109.177
53,109.320
54,109.116
55,110.030
56,110.728
57,110.550
58,111.202
59,111.212
60,112.053
61,112.331
62,112.560
63,112.498
64,113.067
65,113.271
66,113.724
67,112.985
68,113.242
69,111.867
70,112.342
71,112.904
72,112.402
73,112.228
74,112.073
75,112.346
76,112.035
77,113.579
78,112.670
79,112.470
80,113.783
81,113.178
82,115.416
83,114.456
84,113.927
85,114.800
86,114.753
87,114.583
88,114.649
89,114.896
90,115.130
91,115.846
92,115.127
93,116.075
94,115.467
95,115.003
96,115.339
97,114.546
