 ,Mean
1,105.880
2,105.720
3,104.960
4,104.160
5,105.480
6,103.920
7,104.320
8,103.480
9,103.480
10,104.440
11,102.520
12,102.320
13,102.200
14,102.960
15,103.040
16,103.640
17,104.320
18,102.800
19,104.840
20,103.280
21,102.760
22,103.520
23,102.680
24,102.200
25,102.840
26,103.520
27,102.640
28,103.440
29,103.440
30,102.520
31,102.880
32,102.640
33,102.760
34,102.440
35,103.040
36,103.280
37,103.800
38,103.760
39,103.240
40,103.240
41,103.080
42,103.760
43,103.760
44,104.040
45,103.760
46,103.720
47,104.800
48,105.400
49,106.080
50,105.880
51,105.680
52,104.880
53,104.960
54,104.840
55,105.040
56,104.360
57,105.160
58,106.520
59,106.360
60,106.200
61,107.000
62,106.480
63,105.400
64,104.960
65,105.680
66,105.200
67,105.480
68,106.440
69,106.520
70,105.880
71,107.040
72,106.080
73,105.440
74,106.160
75,107.000
76,106.200
77,105.520
78,107.680
79,105.520
80,106.000
81,105.680
82,105.840
83,105.560
84,105.240
85,105.840
86,106.560
87,106.840
88,106.400
89,106.360
90,107.280
91,110.280
92,109.120
93,105.440
94,104.960
95,106.080
96,105.920
97,104.160
