 ,Mean
1,104.360
2,104.360
3,104.600
4,104.760
5,104.440
6,105.760
7,104.120
8,105.240
9,105.120
10,104.240
11,106.000
12,106.320
13,105.920
14,105.240
15,106.120
16,105.240
17,106.360
18,106.400
19,106.560
20,106.760
21,106.120
22,105.600
23,106.720
24,107.360
25,107.320
26,105.360
27,107.760
28,106.280
29,106.800
30,107.160
31,106.720
32,106.760
33,107.200
34,106.080
35,106.080
36,106.280
37,106.240
38,107.680
39,106.800
40,107.080
41,106.960
42,106.840
43,107.040
44,105.920
45,107.440
46,105.760
47,103.760
48,105.960
49,105.840
50,105.400
51,105.360
52,105.480
53,105.800
54,106.520
55,105.400
56,105.200
57,104.920
58,103.960
59,105.280
60,105.640
61,104.880
62,106.560
63,105.360
64,105.720
65,106.520
66,106.040
67,105.960
68,105.320
69,105.680
70,105.920
71,105.160
72,105.320
73,106.040
74,106.440
75,105.520
76,105.520
77,105.520
78,105.920
79,105.760
80,105.760
81,107.240
82,107.400
83,106.200
84,106.240
85,105.840
86,107.360
87,106.720
88,108.320
89,108.760
90,106.640
91,105.880
92,106.640
93,106.560
94,106.800
95,106.760
96,106.080
97,106.600
