 ,Mean
1,101.920
2,102.040
3,102.120
4,101.720
5,101.560
6,101.640
7,101.680
8,101.480
9,101.520
10,102.200
11,101.560
12,101.520
13,101.400
14,102.800
15,101.560
16,102.320
17,102.200
18,102.520
19,103.480
20,102.400
21,102.960
22,103.280
23,102.800
24,103.840
25,103.760
26,102.600
27,105.520
28,103.440
29,103.400
30,103.240
31,103.280
32,102.760
33,103.600
34,104.040
35,104.800
36,104.680
37,102.760
38,104.680
39,103.840
40,102.960
41,102.680
42,103.000
43,103.480
44,105.240
45,105.680
46,102.560
47,103.880
48,105.400
49,104.360
50,104.360
51,104.800
52,104.640
53,104.360
54,104.880
55,104.640
56,105.520
57,105.240
58,104.200
59,105.760
60,105.680
61,105.160
62,105.200
63,104.920
64,104.520
65,104.440
66,105.160
67,105.480
68,105.360
69,105.200
70,105.520
71,105.000
72,105.080
73,105.400
74,105.040
75,106.320
76,105.200
77,104.880
78,104.600
79,105.480
80,105.920
81,104.320
82,104.760
83,105.040
84,106.320
85,105.000
86,104.440
87,104.840
88,105.480
89,105.200
90,106.080
91,104.920
92,105.040
93,106.320
94,109.600
95,106.320
96,106.960
97,106.840
