 ,Mean
1,102.833
2,102.576
3,102.429
4,102.453
5,102.335
6,102.483
7,102.512
8,102.612
9,102.586
10,102.766
11,102.563
12,102.872
13,102.844
14,102.845
15,103.024
16,103.261
17,103.299
18,103.468
19,103.956
20,104.379
21,104.538
22,105.052
23,105.434
24,105.894
25,106.329
26,106.248
27,107.432
28,109.287
29,108.829
30,109.540
31,109.950
32,110.298
33,111.363
34,112.419
35,113.118
36,113.083
37,113.087
38,113.478
39,113.335
40,115.291
41,115.325
42,115.994
43,116.208
44,115.422
45,115.274
46,116.904
47,114.060
48,115.802
49,116.136
50,115.190
51,117.075
52,117.307
53,116.382
54,115.703
55,117.625
56,116.426
57,116.625
58,118.176
59,117.768
60,119.583
61,118.900
62,119.389
63,120.324
64,120.964
65,121.208
66,118.711
67,120.106
68,120.384
69,117.209
70,121.423
71,121.193
72,123.130
73,119.506
74,119.695
75,118.117
76,118.646
77,117.706
78,117.667
79,116.084
80,116.804
81,117.627
82,117.155
83,116.181
84,116.787
85,117.540
86,117.580
87,118.367
88,117.210
89,117.446
90,115.981
91,116.483
92,117.305
93,116.912
94,115.421
95,113.867
96,114.259
97,114.079
