 ,Mean
1,100.880
2,100.120
3,100.640
4,100.760
5,99.960
6,100.680
7,100.160
8,100.320
9,100.560
10,99.880
11,100.600
12,100.280
13,100.520
14,100.240
15,100.160
16,100.280
17,100.200
18,100.880
19,100.360
20,100.440
21,100.440
22,99.480
23,100.280
24,101.000
25,99.680
26,100.440
27,100.200
28,100.680
29,99.840
30,99.840
31,100.400
32,100.560
33,100.000
34,100.440
35,100.640
36,100.200
37,100.200
38,99.680
39,99.920
40,100.000
41,99.960
42,100.920
43,100.120
44,100.560
45,99.720
46,99.840
47,100.440
48,99.840
49,100.160
50,99.640
51,100.800
52,100.600
53,99.880
54,100.720
55,100.080
56,100.600
57,100.240
58,100.520
59,100.440
60,100.000
61,100.000
62,99.480
63,100.480
64,100.920
65,100.440
66,100.240
67,100.280
68,100.160
69,100.680
70,100.840
71,100.320
72,100.720
73,100.320
74,100.760
75,99.520
76,101.040
77,99.880
78,100.680
79,100.280
80,100.200
81,100.160
82,99.680
83,100.520
84,100.080
85,99.840
86,100.440
87,100.480
88,100.080
89,100.000
90,99.880
91,100.200
92,100.320
93,100.600
94,100.240
95,100.320
96,99.720
97,100.480
