 ,Mean
1,106.759
2,106.453
3,105.885
4,106.939
5,107.388
6,107.572
7,107.588
8,107.526
9,108.146
10,108.044
11,108.117
12,108.549
13,108.302
14,108.483
15,108.161
16,108.384
17,107.597
18,107.647
19,108.152
20,107.960
21,107.867
22,108.595
23,107.354
24,107.937
25,107.202
26,107.969
27,108.262
28,107.881
29,107.785
30,107.558
31,107.363
32,107.864
33,108.072
34,108.296
35,108.790
36,108.324
37,108.288
38,107.987
39,107.734
40,108.395
41,107.888
42,107.627
43,108.060
44,107.320
45,106.811
46,106.157
47,106.615
48,106.689
49,106.119
50,105.700
51,105.894
52,105.221
53,104.817
54,104.739
55,104.751
56,104.939
57,104.898
58,105.821
59,105.483
60,104.758
61,104.354
62,105.173
63,104.859
64,104.936
65,104.856
66,104.327
67,104.320
68,104.355
69,104.129
70,104.086
71,104.263
72,103.789
73,104.100
74,104.216
75,104.557
76,104.916
77,104.844
78,104.720
79,105.013
80,104.949
81,104.925
82,104.837
83,105.153
84,105.299
85,105.346
86,104.816
87,105.339
88,105.454
89,105.400
90,105.597
91,105.057
92,105.387
93,105.595
94,105.604
95,105.618
96,105.438
97,105.271
