 ,Mean
1,105.000
2,104.880
3,104.400
4,104.360
5,104.080
6,105.080
7,105.000
8,106.040
9,104.760
10,106.240
11,104.480
12,106.200
13,105.320
14,104.520
15,104.560
16,104.080
17,104.200
18,104.360
19,103.520
20,103.640
21,104.800
22,103.680
23,103.280
24,103.280
25,104.160
26,104.520
27,103.400
28,104.840
29,103.640
30,103.320
31,103.760
32,103.320
33,103.480
34,103.920
35,103.520
36,103.440
37,104.320
38,103.720
39,104.840
40,104.920
41,105.200
42,104.680
43,105.440
44,105.080
45,104.360
46,104.360
47,103.880
48,105.000
49,104.720
50,104.240
51,104.560
52,104.320
53,103.560
54,104.760
55,105.720
56,104.760
57,103.960
58,104.040
59,103.760
60,102.080
61,102.800
62,103.320
63,104.000
64,103.800
65,104.880
66,104.000
67,104.440
68,104.320
69,104.400
70,104.280
71,103.640
72,103.400
73,104.040
74,104.480
75,104.480
76,104.560
77,104.680
78,104.520
79,107.360
80,105.840
81,105.040
82,104.560
83,104.040
84,105.560
85,104.600
86,104.520
87,104.400
88,105.880
89,103.560
90,104.520
91,103.320
92,104.160
93,105.280
94,103.760
95,104.240
96,104.240
97,104.600
