 ,Mean
1,102.618
2,102.397
3,102.224
4,102.161
5,102.108
6,102.002
7,102.161
8,102.157
9,102.100
10,102.123
11,102.353
12,102.312
13,102.348
14,102.412
15,102.336
16,102.577
17,102.524
18,102.529
19,102.599
20,102.775
21,102.822
22,103.107
23,103.089
24,103.241
25,103.719
26,104.095
27,104.235
28,104.444
29,104.752
30,105.126
31,105.694
32,105.557
33,105.954
34,105.685
35,106.542
36,106.856
37,106.670
38,107.018
39,106.768
40,106.821
41,106.334
42,106.718
43,106.544
44,106.810
45,107.145
46,107.268
47,106.609
48,106.845
49,107.220
50,108.417
51,107.481
52,107.765
53,107.877
54,108.030
55,107.420
56,107.287
57,107.984
58,109.016
59,108.469
60,109.876
61,108.880
62,108.345
63,109.123
64,108.471
65,109.028
66,109.300
67,108.789
68,109.524
69,110.240
70,108.873
71,109.256
72,109.239
73,109.983
74,109.402
75,109.127
76,109.592
77,110.787
78,110.738
79,111.950
80,111.589
81,113.122
82,112.516
83,112.049
84,112.001
85,112.068
86,112.839
87,112.510
88,112.297
89,111.497
90,111.563
91,112.334
92,112.438
93,113.137
94,113.822
95,113.866
96,114.310
97,113.819
