 ,Mean
1,106.920
2,105.160
3,105.520
4,106.840
5,106.920
6,108.080
7,106.640
8,107.920
9,107.880
10,106.520
11,108.720
12,104.720
13,105.280
14,106.400
15,107.800
16,107.240
17,105.920
18,106.600
19,105.000
20,106.640
21,106.320
22,106.480
23,104.720
24,105.920
25,106.520
26,107.040
27,104.600
28,103.880
29,106.480
30,105.080
31,105.320
32,105.440
33,104.840
34,104.760
35,105.800
36,105.760
37,103.720
38,104.800
39,107.280
40,105.960
41,104.960
42,104.760
43,104.600
44,106.400
45,105.800
46,104.320
47,106.400
48,105.840
49,105.200
50,105.800
51,105.720
52,109.520
53,105.400
54,109.480
55,106.080
56,105.320
57,108.880
58,106.360
59,106.440
60,108.160
61,107.040
62,106.640
63,107.160
64,107.440
65,105.760
66,105.960
67,106.720
68,104.640
69,107.760
70,106.080
71,105.880
72,106.040
73,105.640
74,105.960
75,106.280
76,104.840
77,105.440
78,106.400
79,106.480
80,107.680
81,106.800
82,108.440
83,105.800
84,106.840
85,106.000
86,106.680
87,109.720
88,107.240
89,107.400
90,106.560
91,106.600
92,107.600
93,108.240
94,107.840
95,108.200
96,106.440
97,108.560
