 ,Mean
1,99.938
2,100.188
3,101.312
4,100.375
5,99.938
6,99.938
7,100.188
8,100.562
9,99.938
10,99.938
11,99.875
12,100.625
13,100.125
14,100.750
15,99.375
16,99.938
17,100.125
18,100.875
19,99.812
20,100.812
21,100.000
22,100.625
23,100.375
24,99.750
25,99.312
26,100.750
27,100.688
28,100.062
29,100.125
30,100.125
31,100.500
32,100.375
33,101.125
34,100.500
35,100.938
36,100.188
37,100.562
38,101.188
39,100.375
40,100.750
41,100.062
42,100.500
43,100.500
44,100.500
45,100.125
46,100.375
47,100.562
48,100.188
49,100.312
50,101.000
51,100.125
52,100.438
53,100.000
54,100.625
55,100.250
56,99.875
57,100.688
58,100.125
59,99.875
60,100.625
61,100.375
62,100.312
63,101.000
64,100.625
65,101.500
66,100.625
67,99.750
68,100.250
69,101.250
70,100.000
71,100.250
72,100.938
73,100.438
74,100.188
75,99.938
76,99.812
77,100.312
78,100.500
79,100.938
80,99.812
81,100.312
82,100.688
83,100.750
84,100.438
85,100.688
86,100.875
87,100.812
88,99.938
89,99.625
90,100.000
91,100.562
92,100.938
93,100.812
94,99.875
95,101.062
96,100.312
97,100.062
