 ,Mean
1,107.040
2,107.360
3,106.680
4,107.280
5,105.480
6,105.360
7,106.600
8,106.200
9,108.800
10,109.760
11,108.440
12,110.200
13,108.320
14,108.120
15,107.360
16,107.960
17,107.360
18,108.200
19,106.720
20,106.600
21,108.960
22,108.360
23,108.240
24,108.120
25,109.800
26,108.640
27,109.480
28,108.200
29,107.600
30,109.720
31,109.760
32,106.320
33,110.360
34,109.240
35,107.240
36,107.320
37,105.800
38,105.800
39,105.200
40,107.360
41,107.440
42,108.040
43,106.600
44,106.840
45,107.840
46,107.440
47,106.240
48,109.040
49,106.000
50,106.480
51,105.360
52,108.040
53,107.280
54,106.680
55,110.000
56,108.880
57,109.680
58,109.480
59,109.200
60,108.320
61,107.480
62,107.600
63,108.760
64,108.160
65,108.280
66,107.520
67,106.640
68,107.240
69,108.920
70,105.800
71,106.240
72,107.880
73,110.240
74,109.160
75,108.160
76,109.640
77,109.800
78,110.600
79,109.840
80,107.080
81,109.000
82,109.520
83,108.000
84,110.560
85,109.840
86,109.080
87,108.080
88,109.080
89,109.880
90,108.360
91,110.080
92,108.480
93,110.240
94,109.280
95,111.560
96,108.960
97,108.560
