 ,Mean
1,100.800
2,100.400
3,100.440
4,100.200
5,99.920
6,100.520
7,100.320
8,100.800
9,100.440
10,100.320
11,100.320
12,100.280
13,99.760
14,100.200
15,100.360
16,99.960
17,100.200
18,100.600
19,100.000
20,99.880
21,100.000
22,100.040
23,100.360
24,99.840
25,100.240
26,100.040
27,100.480
28,99.840
29,100.840
30,100.120
31,99.920
32,100.480
33,100.160
34,99.360
35,99.960
36,99.480
37,100.320
38,100.120
39,100.160
40,100.280
41,99.840
42,100.960
43,100.320
44,100.240
45,100.000
46,100.320
47,100.320
48,100.320
49,100.160
50,100.120
51,99.600
52,100.200
53,100.960
54,99.960
55,99.960
56,100.160
57,99.800
58,100.840
59,100.240
60,100.200
61,99.840
62,100.520
63,99.960
64,100.000
65,100.680
66,100.280
67,100.200
68,100.680
69,100.240
70,100.480
71,100.240
72,100.160
73,100.080
74,100.400
75,100.760
76,100.040
77,100.480
78,100.360
79,100.480
80,100.040
81,100.440
82,100.000
83,99.840
84,99.920
85,99.720
86,100.360
87,99.920
88,99.760
89,99.960
90,100.200
91,100.320
92,99.800
93,100.320
94,100.000
95,100.840
96,100.440
97,100.320
