 ,Mean
1,102.440
2,102.440
3,101.840
4,101.400
5,101.960
6,102.120
7,101.200
8,101.720
9,102.240
10,102.200
11,101.720
12,102.720
13,102.640
14,102.560
15,101.720
16,102.000
17,100.280
18,101.640
19,102.040
20,101.720
21,102.000
22,102.160
23,102.600
24,102.120
25,101.920
26,101.560
27,101.160
28,101.040
29,100.920
30,101.240
31,100.880
32,101.000
33,101.680
34,101.520
35,101.200
36,100.960
37,102.360
38,102.000
39,102.400
40,102.560
41,102.120
42,102.520
43,102.080
44,102.120
45,102.280
46,102.800
47,102.520
48,102.360
49,102.960
50,102.000
51,103.000
52,102.640
53,102.800
54,102.800
55,102.600
56,102.840
57,102.800
58,102.080
59,102.760
60,102.320
61,104.200
62,102.520
63,102.400
64,101.760
65,102.280
66,102.960
67,102.680
68,102.000
69,102.320
70,102.480
71,102.080
72,102.440
73,102.840
74,102.600
75,102.320
76,101.960
77,101.560
78,103.320
79,103.000
80,102.320
81,101.920
82,102.360
83,102.520
84,102.600
85,102.840
86,102.680
87,103.040
88,103.080
89,104.680
90,103.960
91,103.080
92,103.480
93,102.040
94,102.800
95,102.280
96,102.400
97,103.200
