 ,Mean
1,113.723
2,112.655
3,113.391
4,113.383
5,112.536
6,112.434
7,111.624
8,112.144
9,112.080
10,112.062
11,112.953
12,112.553
13,113.799
14,112.944
15,113.784
16,114.341
17,114.059
18,112.540
19,113.204
20,112.456
21,113.957
22,113.409
23,113.375
24,112.151
25,114.661
26,115.873
27,115.120
28,114.049
29,114.488
30,115.721
31,114.700
32,113.534
33,113.708
34,113.648
35,112.996
36,112.760
37,113.287
38,114.682
39,115.076
40,114.146
41,113.015
42,114.231
43,113.873
44,113.814
45,112.830
46,115.349
47,114.130
48,113.595
49,113.070
50,114.597
51,113.381
52,114.682
53,113.789
54,115.532
55,114.578
56,112.572
57,113.916
58,116.474
59,114.580
60,113.512
61,113.961
62,114.203
63,115.405
64,114.311
65,115.888
66,114.969
67,115.261
68,115.584
69,115.814
70,114.383
71,115.646
72,116.413
73,114.855
74,115.948
75,114.727
76,115.157
77,116.248
78,116.874
79,116.980
80,115.469
81,115.246
82,115.103
83,116.958
84,116.294
85,115.208
86,115.997
87,114.949
88,115.185
89,116.354
90,117.216
91,117.083
92,116.957
93,116.988
94,117.563
95,117.252
96,117.113
97,117.122
